layer,head,head_label,d_t1_t6,d_t1_t5,spearman_r,spearman_p,f_stat,f_p,abs_d_t1_t6,abs_spearman,t1_mean,t6_mean,t1_t6_diff,composite,spearman_p_corrected,f_p_corrected
11,5,L11H05,0.1918293833732605,0.2522418200969696,-0.040836757452473775,0.19251814848568,1.2915606498718262,0.2651335895061493,0.1918293833732605,0.040836757452473775,0.013637955,0.004903351,0.008734604,0.11633307041286714,1.0,1.0
6,3,L06H03,-0.20741519331932068,0.4824830889701843,-0.013397699798200715,0.6691005838102269,9.669466018676758,4.935800212990671e-09,0.20741519331932068,0.013397699798200715,1.0775185,1.2068592,-0.12934077,0.1104064465587607,1.0,1.8953472817884176e-06
10,5,L10H05,0.197603240609169,0.5048612356185913,0.022393187967504682,0.4749837611008758,14.637173652648926,7.088019814095389e-14,0.197603240609169,0.022393187967504682,0.6319734,0.53458375,0.09738964,0.10999821428833684,1.0,2.7217996086126295e-11
0,4,L00H04,-0.14109741151332855,-0.3699100911617279,0.07540690381974433,0.0160059194359849,4.285922527313232,0.0007304534665308893,0.14109741151332855,0.07540690381974433,0.9841513,1.0288072,-0.04465586,0.10825215766653644,1.0,0.2804941311478615
11,0,L11H00,-0.1343774050474167,-0.057456571608781815,0.08162889093596161,0.009102650791212336,0.8712271451950073,0.4997575581073761,0.1343774050474167,0.08162889093596161,0.036442034,0.060356364,-0.02391433,0.10800314799168914,1.0,1.0
6,5,L06H05,0.11138837039470673,1.1411054134368896,-0.10455450315177248,0.0008249694827638688,24.995033264160156,8.219059729963579e-24,0.11138837039470673,0.10455450315177248,0.72393996,0.69370115,0.030238807,0.1079714367732396,0.3167882813813256,3.1561189363060143e-21
11,3,L11H03,0.1218329668045044,0.03976432606577873,-0.09185670630829867,0.003321739368231177,0.8005942106246948,0.5492727160453796,0.1218329668045044,0.09185670630829867,0.005374139,0.0017875226,0.0035866166,0.10684483655640153,1.0,1.0
9,0,L09H00,-0.09949285537004471,-0.3621588349342346,-0.11322441574763105,0.0002908444253441594,9.057246208190918,1.9488529900968388e-08,0.09949285537004471,0.11322441574763105,0.012986724,0.016395537,-0.003408813,0.10635863555883787,0.11168425933215723,7.483595481971861e-06
1,8,L01H08,0.20203018188476562,0.14986279606819153,0.004408061564677176,0.888177846256683,2.1323511600494385,0.05941707268357277,0.20203018188476562,0.004408061564677176,0.22044821,0.18975292,0.03069529,0.1032191217247214,1.0,1.0
1,11,L01H11,0.17350904643535614,-0.10384551435709,-0.02562953456739618,0.41354431688691584,1.6949726343154907,0.13301637768745422,0.17350904643535614,0.02562953456739618,0.45172685,0.412858,0.038868845,0.09956929050137617,1.0,1.0
2,2,L02H02,-0.18365921080112457,-0.08601361513137817,0.011961814189735227,0.7027766882687447,1.7686492204666138,0.11655104905366898,0.18365921080112457,0.011961814189735227,0.46420118,0.5110038,-0.04680261,0.0978105124954299,1.0,1.0
5,1,L05H01,-0.12924589216709137,-0.16246674954891205,0.05748026497628358,0.06649994403758858,4.394728183746338,0.0005787572008557618,0.12924589216709137,0.05748026497628358,0.2883925,0.30587694,-0.017484426,0.09336307857168748,1.0,0.22224276512861252
5,6,L05H06,-0.03683032467961311,0.6159115433692932,-0.1445653368757627,3.5563285514046358e-06,9.282060623168945,1.1772020691580565e-08,0.03683032467961311,0.1445653368757627,0.008782615,0.009059717,-0.000277102,0.09069783077768791,0.0013656301637393802,4.520455945566937e-06
